longitude	latitude	flightaltitude	timediff, dayfrac	timediff, hh:mm:ss	day=0/night=1
-121.97	32.99	12192	0.0134837962687016	00:19:25	0
-156.55	22.57	10820.4	0.0135416663251817	00:19:30	0
-156.75	23.63	10302.24	0.0135648148134351	00:19:32	0
-124.57	36.35	9540.24	0.0135763888247311	00:19:33	0
-155	22.7	11277.6	0.0137268519029021	00:19:46	0
-125.87	35.65	9753.6	0.0138541664928198	00:19:57	0
-139.43	28.7	12192	0.0139120370149612	00:20:02	0
-121.22	33.93	10058.4	0.0141782406717539	00:20:25	1
-156.57	22.85	9448.8	0.0142129631713033	00:20:28	0
-124.54	36.29	11887.2	0.0143402777612209	00:20:39	0
-156.17	21.35	8869.68	0.0143750002607703	00:20:42	0
-121.42	33.07	10363.2	0.0145601853728294	00:20:58	1
-120.92	34.24	8442.96	0.0147453704848886	00:21:14	0
-155.18	23.5	11582.4	0.0148842595517635	00:21:26	0
-153.2	22.07	10668	0.0149537036195397	00:21:32	0
-156.43	22.42	10576.56	0.014953704085201	00:21:32	0
-121.04	35.14	10424.16	0.0150347226299345	00:21:39	0
-156.35	21.8	10576.56	0.0150810182094574	00:21:43	0
-123.41	32.46	10668	0.0150810182094574	00:21:43	0
-134.19	31.81	11887.2	0.0152083332650363	00:21:54	1
-123.09	32.49	10668	0.0153009262867272	00:22:02	1
-138.76	37.27	10058.4	0.0154398148879409	00:22:14	1
-126.25	36.66	11277.6	0.0154513888992369	00:22:15	0
-131.46	41.19	10668	0.0155208329670131	00:22:21	1
-150.94	25.19	11582.4	0.0155555554665625	00:22:24	0
-134.97	39.42	10668	0.0155671294778585	00:22:25	1
-150.92	25.21	11582.4	0.0156018515117466	00:22:28	0
-123.19	37.3	6035.04	0.0156712960451841	00:22:34	0
-156.38	21.9	9448.8	0.0157407405786216	00:22:40	0
-132.46	32.26	10972.8	0.015763889066875	00:22:42	1
-120.82	34.1	9723.12	0.0158449076116085	00:22:49	0
-156.27	21.88	8778.24	0.0158564816229045	00:22:50	0
-156.32	21.97	9296.4	0.0159490737132728	00:22:58	0
-154.93	22.82	10668	0.0159837962128222	00:23:01	0
-125.96	35.78	11277.6	0.0160416667349637	00:23:06	0
-120.7	33.72	10972.8	0.0162847223691642	00:23:27	0
-142.46	29.6	10668	0.0163194448687136	00:23:30	1
-120.71	33.94	7620	0.0163425924256444	00:23:32	0
-134.97	39.42	10058.4	0.0163657409138978	00:23:34	1
-156.38	22.42	10972.8	0.01644675899297	00:23:41	0
-155.02	22.77	11460.48	0.0165046299807727	00:23:46	0
-121.34	33.61	8290.56	0.0165046299807727	00:23:46	1
-153.61	23.79	11277.6	0.0165162035264075	00:23:47	0
-139.01	31.14	10972.8	0.0165509260259569	00:23:50	1
-156.62	23.38	10668	0.0166319445706904	00:23:57	0
-139.43	28.7	10972.8	0.0166666666045785	00:24:00	0
-153.62	23.63	11582.4	0.0166782406158745	00:24:01	0
-156.2	21.37	9296.4	0.016736111138016	00:24:06	0
-157.79	21.28	10424.16	0.0168055556714535	00:24:12	0
-123.41	32.22	10668	0.0168518517166376	00:24:16	0
-156.52	22.8	10637.52	0.0171064813621342	00:24:38	0
-147.6	24.35	11277.6	0.0171759258955717	00:24:44	0
-155.4	24.61	10668	0.0171990739181638	00:24:46	0
-120.73	33.99	7223.76	0.0172685184516013	00:24:52	0
-143.55	31.22	9448.8	0.0172916664741933	00:24:54	1
-123.18	32.41	10363.2	0.0174189815297723	00:25:05	1
-120.81	34.03	8321.04	0.0175462961196899	00:25:16	0
-124.76	37.18	9753.6	0.0176157406531274	00:25:22	0
-124.3	33.94	11277.6	0.0176273146644235	00:25:23	1
-121.33	33.63	8442.96	0.0176504631526768	00:25:25	1
-154.98	22.8	11887.2	0.0176851851865649	00:25:28	0
-124.52	33.07	9144	0.0177314812317491	00:25:32	1
-156.37	21.92	10972.8	0.0178124997764826	00:25:39	0
-154.98	22.82	11277.6	0.017858796287328	00:25:43	0
-156.3	21.95	9692.64	0.017870370298624	00:25:44	0
-154.8	21.72	11887.2	0.0179513888433576	00:25:51	0
-120.78	33.7	9753.6	0.0180902779102325	00:26:03	0
-124.63	36.43	11277.6	0.0181134259328246	00:26:05	0
-156.62	23.23	11277.6	0.01815972244367	00:26:09	0
-156.45	22.32	7223.76	0.0181712964549661	00:26:10	0
-145.72	34.65	11277.6	0.0182175929658115	00:26:14	1
-123.42	36.9	6858	0.0182291669771075	00:26:15	1
-155.15	23.73	11582.4	0.0183101850561798	00:26:22	0
-153.93	24.49	11582.4	0.0183333330787718	00:26:24	0
-156.53	22.9	10728.96	0.0183449075557292	00:26:25	0
-120.79	34.08	9265.92	0.0183449075557292	00:26:25	0
-156.17	21.37	7955.28	0.0184143520891666	00:26:31	0
-154.98	22.78	10668	0.0184375001117587	00:26:33	0
-156.2	21.38	8900.16	0.0185648147016764	00:26:44	0
-124.57	36.47	10668	0.018680555280298	00:26:54	0
-156.47	22.37	9144	0.0187615742906928	00:27:01	0
-127.52	33.41	10668	0.0188078708015382	00:27:05	1
-154.93	22.83	11582.4	0.0188888888806105	00:27:12	0
-125.94	35.78	10668	0.0189236109144986	00:27:15	0
-156.37	22.08	8290.56	0.0189351853914559	00:27:16	0
-155.02	22.77	10972.8	0.0190509259700775	00:27:26	0
-154.7	21.52	8839.2	0.0191435185261071	00:27:34	0
-139.43	28.7	10363.2	0.0191666665486991	00:27:36	0
-126.36	31.71	11277.6	0.0191782410256565	00:27:37	0
-148.18	26.73	10972.8	0.0195949072949588	00:28:13	0
-156.28	21.95	9113.52	0.0196180553175509	00:28:15	0
-156.37	22	8503.92	0.0198148149065673	00:28:32	0
-153.43	22.75	10972.8	0.0198842594400048	00:28:38	0
-154.77	21.7	11887.2	0.0199189814738929	00:28:41	0
-120.29	31.93	11247.12	0.019930555485189	00:28:42	0
-122.16	33.53	9753.6	0.0200231480412185	00:28:50	0
-155.23	23.48	11277.6	0.020104166585952	00:28:57	0
-123.38	32.41	9448.8	0.0201273146085441	00:28:59	0
-121.25	33.62	9296.4	0.0201736111193895	00:29:03	1
-130.8	32.67	10668	0.0203124997206032	00:29:15	1
-123.88	34.23	11582.4	0.0203587962314487	00:29:19	0
-127.45	30.22	9753.6	0.0205324073322117	00:29:34	0
-156.12	21.27	9022.08	0.0205324073322117	00:29:34	0
-156.27	21.37	9326.88	0.0205555558204651	00:29:36	0
-124.52	33.07	8534.4	0.0205902778543532	00:29:39	1
-134.09	31.84	10668	0.0206828704103827	00:29:47	1
-151.88	22.35	11277.6	0.0206944444216788	00:29:48	0
-153.38	22.65	10363.2	0.0208680555224419	00:30:03	0
-123.89	34.09	10058.4	0.02090277755633	00:30:06	0
-121.41	35.88	10668	0.0209490740671754	00:30:10	0
-154.78	21.75	11887.2	0.0209490740671754	00:30:10	0
-123.11	32.54	10637.52	0.0210069441236556	00:30:15	1
-125.36	33.83	10668	0.0210416666232049	00:30:18	0
-121.31	33.61	7955.28	0.0210995371453464	00:30:23	1
-156.17	21.4	9448.8	0.021215277723968	00:30:33	0
-154.67	21.55	10668	0.0213541663251817	00:30:45	0
-122.18	33.53	9753.6	0.0214120368473232	00:30:50	0
-154.7	21.73	11887.2	0.0214120368473232	00:30:50	0
-156.35	21.97	8260.08	0.0214236108586192	00:30:51	0
-134.97	39.42	10058.4	0.0215162038803101	00:30:59	1
-156.27	21.98	10271.76	0.0215856479480863	00:31:05	0
-120.79	34.05	6248.4	0.0215856484137475	00:31:05	0
-136.13	40.96	10058.4	0.0216666664928198	00:31:12	1
-156.32	21.95	9265.92	0.0217129630036652	00:31:16	0
-124.25	34.03	11247.12	0.0217824075371027	00:31:22	1
-120.58	33.58	8686.8	0.0219097221270204	00:31:33	0
-123.91	34.11	10668	0.0219907411374152	00:31:40	0
-120.66	33.92	8869.68	0.0220023146830499	00:31:41	0
-124.55	36.16	11521.44	0.022013888694346	00:31:42	0
-129.21	33.04	10058.4	0.0220138891600072	00:31:42	1
-140.7	30.4	11277.6	0.0222453703172505	00:32:02	1
-156.52	22.75	11277.6	0.0222569443285465	00:32:03	0
-127.85	31.34	9753.6	0.0222800928167999	00:32:05	0
-120.82	34.2	7833.36	0.0223611113615334	00:32:12	0
-156.12	21.52	9357.36	0.0224652774631977	00:32:21	0
-156.33	21.98	7985.76	0.0225578704848886	00:32:29	0
-154.95	22.8	10668	0.0225694444961846	00:32:30	1
-135.56	32.55	9448.8	0.0225810185074806	00:32:31	1
-121.55	31.52	10668	0.0226388890296221	00:32:36	0
-155	22.8	10972.8	0.0226388890296221	00:32:36	0
-156.25	21.82	7406.64	0.0228240741416812	00:32:52	0
-124.44	36.15	12192	0.0228240741416812	00:32:52	0
-154.97	22.82	11582.4	0.0228472221642733	00:32:54	0
-156.43	22.4	9753.6	0.0229050926864147	00:32:59	0
-124.59	36.46	11582.4	0.0229398147203028	00:33:02	0
-156.13	21.42	10302.24	0.0229861112311482	00:33:06	0
-155	22.78	10668	0.0230555557645857	00:33:12	0
-140.7	30.4	11277.6	0.0231134258210659	00:33:17	1
-124.52	33.07	9753.6	0.0233333329670131	00:33:36	1
-123.46	36.9	6096	0.0234722220338881	00:33:48	1
-154.97	22.8	11643.36	0.0235300925560296	00:33:53	0
-124.55	33.06	9113.52	0.0235532405786216	00:33:55	1
-123.43	32.48	11277.6	0.0235763886012137	00:33:57	0
-121.69	31.66	10363.2	0.0236805556342006	00:34:06	0
-156.65	23.33	10668	0.0237268516793847	00:34:10	0
-124.52	33.07	9144	0.0239351852796972	00:34:28	1
-154.95	22.8	11277.6	0.0239467588253319	00:34:29	0
-126.9	35.5	11582.4	0.0240509263239801	00:34:38	1
-124.25	34.03	10668	0.0241666664369404	00:34:48	1
-124.32	34.03	10332.72	0.02425925899297	00:34:56	1
-154.7	21.73	9448.8	0.0243287035264075	00:35:02	0
-156.63	23.47	10668	0.024421296082437	00:35:10	0
-121.31	33.59	8290.56	0.024421296082437	00:35:10	1
-155.02	22.78	11277.6	0.0244791670702398	00:35:15	0
-125.25	36.1	11582.4	0.0246527777053416	00:35:30	1
-140.68	30.41	10363.2	0.0247685182839632	00:35:40	1
-126.54	32.6	11277.6	0.0247800927609205	00:35:41	0
-156.35	21.8	9662.16	0.0248032407835126	00:35:43	0
-126.3	31.73	11277.6	0.0248148147948086	00:35:44	0
-120.37	32.58	10637.52	0.024837963283062	00:35:46	0
-154.82	22.3	11887.2	0.0248726848512888	00:35:49	0
-124.52	33.07	9144	0.0248958333395422	00:35:51	1
-120.79	34.1	8961.12	0.0249537038616836	00:35:56	0
-156.48	22.82	10149.84	0.0250231483951211	00:36:02	0
-140.7	30.4	11277.6	0.0251620369963348	00:36:14	1
-139.43	28.7	10668	0.0252199075184762	00:36:19	0
-121.29	33.96	10668	0.025370370130986	00:36:32	1
-134.97	39.42	9448.8	0.0254745371639729	00:36:41	1
-120.84	34.11	9022.08	0.0255208336748183	00:36:45	0
-119.04	33.03	11277.6	0.0256944443099201	00:37:00	0
-119.15	33.24	6065.52	0.0257754628546536	00:37:07	0
-156.5	22.32	9936.48	0.0257870368659496	00:37:08	0
-124.25	34.01	9509.76	0.025810185354203	00:37:10	1
-154.93	22.82	10972.8	0.025821759365499	00:37:11	0
-130.35	29.45	10363.2	0.0258449073880911	00:37:13	0
-153.4	22.62	10972.8	0.0258680554106832	00:37:15	0
-124.22	34.01	9448.8	0.0259027779102325	00:37:18	1
-124.55	36.48	10668	0.0259027779102325	00:37:18	0
-121.4	33.08	10637.52	0.0259259259328246	00:37:20	1
-123.16	32.49	10668	0.0260416669771075	00:37:30	1
-156.62	22.97	10058.4	0.0261458335444331	00:37:39	0
-133.67	30.65	11582.4	0.0262152776122093	00:37:45	0
-125.92	35.8	10668	0.0262499996460974	00:37:48	0
-124.37	34.01	10363.2	0.0262962961569428	00:37:52	1
-156.4	22.43	11033.76	0.0262962966226041	00:37:52	0
-154.97	22.8	11582.4	0.0263078706339002	00:37:53	0
-123.53	32.69	11887.2	0.0263194441795349	00:37:54	0
-123.11	31.21	12496.8	0.0263310186564922	00:37:55	0
-123.12	32.5	10942.32	0.0266203703358769	00:38:20	1
-156.33	21.95	9631.68	0.0267476853914559	00:38:31	0
-154.88	22.27	10363.2	0.026782407425344	00:38:34	0
-128.65	34.97	11277.6	0.02679398143664	00:38:35	1
-140.7	30.4	10668	0.0268518514931202	00:38:40	1
-123.36	32.44	10668	0.0268749999813735	00:38:42	0
-153.27	22.07	11887.2	0.0268749999813735	00:38:42	0
-123.88	33.99	10972.8	0.0269097220152617	00:38:45	0
-154.93	22.82	8534.4	0.026944444514811	00:38:48	0
-121.49	33.18	10668	0.0270138890482485	00:38:54	1
-121.18	33.96	10668	0.0270949071273208	00:39:01	1
-154.95	22.8	10668	0.0271412036381662	00:39:05	0
-133.22	34.43	11277.6	0.0271643516607583	00:39:07	0
-121.43	33.08	10668	0.0271759261377156	00:39:08	1
-122.11	32.99	11887.2	0.0271990741603076	00:39:10	0
-153.4	22.72	10972.8	0.0272453706711531	00:39:14	0
-123.87	34.01	11887.2	0.0272800927050412	00:39:17	0
-132.36	42.96	10058.4	0.0273379627615213	00:39:22	1
-125.23	36.1	10972.8	0.0274768518283963	00:39:34	1
-119.88	33.1	10332.72	0.0276273149065673	00:39:47	1
-125.27	36.11	11277.6	0.0276504629291594	00:39:49	1
-123.83	34.03	10058.4	0.027743055485189	00:39:57	0
-123.89	33.99	11582.4	0.027743055485189	00:39:57	0
-154.7	21.53	10668	0.0277893515303731	00:40:01	0
-145.67	29.08	11277.6	0.0278125000186265	00:40:03	0
-132.32	31.04	10363.2	0.0278240740299225	00:40:04	0
-156.43	21.88	9723.12	0.0278240744955838	00:40:04	0
-124.29	33.97	11582.4	0.0278819445520639	00:40:09	1
-123.43	32.49	11887.2	0.02789351856336	00:40:10	0
-123.12	32.57	10058.4	0.0279513886198401	00:40:15	1
-130.97	31.44	10972.8	0.0279745371080935	00:40:17	0
-123.06	31.22	10668	0.028055555652827	00:40:24	0
-121.43	33.07	11247.12	0.0280902776867151	00:40:27	1
-125.29	35.91	11582.4	0.0281134257093072	00:40:29	1
-123.09	31.22	11277.6	0.0281134261749685	00:40:29	0
-124.52	36.29	11247.12	0.0281249997206032	00:40:30	0
-140.7	30.4	10972.8	0.028194444719702	00:40:36	1
-150.9	25.22	10058.4	0.0282523147761822	00:40:41	0
-124.36	33.98	10668	0.0283101852983236	00:40:46	1
-154.98	22.73	11887.2	0.0283564813435078	00:40:50	0
-154.98	22.78	10668	0.0283564813435078	00:40:50	0
-154.97	22.8	10972.8	0.0283680553548038	00:40:51	0
-156.32	21.82	9723.12	0.0283680553548038	00:40:51	0
-154.62	21.38	10058.4	0.0283796293660998	00:40:52	0
-156.32	21.97	9753.6	0.0284143518656492	00:40:55	0
-130	34	10058.4	0.0289699072018266	00:41:43	0
-123.47	36.88	7132.32	0.029027777723968	00:41:48	1
-156.28	22.02	8625.84	0.0290972222574055	00:41:54	0
-119.71	33.7	6339.84	0.0292361113242805	00:42:06	1
-125.1	36.19	11277.6	0.0293287038803101	00:42:14	1
-124.34	33.97	10363.2	0.0294791669584811	00:42:27	1
-120.4	32.54	9753.6	0.0295486110262573	00:42:33	0
-125.14	36.05	10942.32	0.0296412040479481	00:42:41	1
-127.57	33.4	10972.8	0.0297685181722045	00:42:52	1
-157.05	20.38	6949.44	0.0297800926491618	00:42:53	1
-125.17	36.13	11277.6	0.0297800926491618	00:42:53	1
-135.51	32.57	10058.4	0.0298726852051914	00:43:01	1
-135.48	32.58	11277.6	0.0298726852051914	00:43:01	1
-126.28	37.68	11582.4	0.0299074072390795	00:43:04	1
-129.98	44.1	11277.6	0.029999999795109	00:43:12	0
-129.98	44.1	11277.6	0.0300115738064051	00:43:13	0
-154.82	21.72	10972.8	0.0300115738064051	00:43:13	0
-153.61	23.63	11582.4	0.0300115742720664	00:43:13	0
-154.75	21.88	11277.6	0.0300347222946584	00:43:15	0
-156.28	21.87	10668	0.0301620368845761	00:43:26	0
-123.5	32.39	8229.6	0.0304050925187767	00:43:47	0
-125.31	35.99	11582.4	0.0304513890296221	00:43:51	1
-156.3	21.8	10210.8	0.0305092595517635	00:43:56	0
-122.67	34.02	10668	0.0305208335630596	00:43:57	1
-120.86	34.2	8503.92	0.0307754632085562	00:44:19	0
-151.88	22.35	12192	0.0307754632085562	00:44:19	0
-124.33	33.86	11582.4	0.0308333332650363	00:44:24	1
-154.7	21.78	10668	0.0308564812876284	00:44:26	0
-154.97	22.8	10363.2	0.0308680552989244	00:44:27	0
-121.86	32.15	10363.2	0.0308680557645857	00:44:27	0
-154.78	21.72	10668	0.0309143518097699	00:44:31	0
-156.5	22.85	8808.72	0.0310763888992369	00:44:45	0
-121.44	33.08	10058.4	0.031087962910533	00:44:46	1
-126.28	31.74	10668	0.0311805554665625	00:44:54	0
-124.52	33.07	9144	0.0312152779661119	00:44:57	1
-156.6	23.07	9753.6	0.0313310185447335	00:45:07	0
-120.75	34.08	8686.8	0.0314583336003125	00:45:18	0
-154.57	21	10668	0.0314930556342006	00:45:21	0
-156.53	23.03	10668	0.0315509256906807	00:45:26	0
-123.5	32.42	12192	0.0316203702241182	00:45:32	0
-123.42	32.67	10668	0.0316666667349637	00:45:36	0
-123.15	31.2	12192	0.0317245367914438	00:45:41	0
-156.48	22.97	9083.04	0.0317708333022892	00:45:45	0
-124.55	36.16	11887.2	0.0318402778357267	00:45:51	0
-148.24	26.69	11582.4	0.0319097223691642	00:45:57	0
-154.98	22.78	10668	0.0320254629477859	00:46:07	0
-147.43	23.38	10668	0.0320486114360392	00:46:09	0
-124.3	33.87	10972.8	0.0320949074812233	00:46:13	1
-154.62	21.55	11551.92	0.0320949074812233	00:46:13	0
-123.11	32.44	10637.52	0.0321527780033648	00:46:18	1
-154.8	21.53	11277.6	0.0321643515489995	00:46:19	0
-156.32	21.98	9997.44	0.0321643520146608	00:46:19	0
-154.93	22.82	10972.8	0.032222222071141	00:46:24	0
-153.2	21.7	11277.6	0.0323032410815358	00:46:31	0
-124.49	36.51	10088.88	0.0323148146271706	00:46:32	0
-127.75	31.36	11277.6	0.0323148150928319	00:46:32	0
-123.36	32.43	11582.4	0.0323263891041279	00:46:33	0
-149.52	26	11582.4	0.0324189811944962	00:46:41	0
-133.18	40.34	10058.4	0.0326041663065553	00:46:57	1
-153.2	21.7	11887.2	0.0327199073508382	00:47:07	0
-129.48	31.85	9753.6	0.0329282409511507	00:47:25	0
-127.78	31.35	10668	0.0329513889737427	00:47:27	0
-123.89	34.1	11277.6	0.0329976854845881	00:47:31	0
-123.06	31.2	10972.8	0.0330092594958842	00:47:32	0
-152.34	27.34	11582.4	0.0330555555410683	00:47:36	1
-123.39	36.92	7437.12	0.0330787035636604	00:47:38	1
-120.62	33.48	9357.36	0.0330902775749564	00:47:39	0
-154.73	21.63	11582.4	0.0331712961196899	00:47:46	0
-156.13	21.13	8869.68	0.0332754631526768	00:47:55	0
-154.7	21.67	11887.2	0.0332986111752689	00:47:57	0
-137.46	32.82	10972.8	0.0333101851865649	00:47:58	0
-121.49	33.08	11277.6	0.0333101851865649	00:47:58	1
-120.9	34.26	9113.52	0.033472222276032	00:48:12	0
-121.24	33.98	10058.4	0.0335416663438082	00:48:18	1
-125.96	33.72	11582.4	0.0335648148320615	00:48:20	1
-140.7	30.4	10058.4	0.0335879628546536	00:48:22	1
-123.48	36.88	7010.4	0.0335995368659496	00:48:23	1
-154.93	22.82	10668	0.033611111342907	00:48:24	0
-123.1	32.57	11582.4	0.0336921298876405	00:48:31	1
-119.67	33.89	6400.8	0.0336921298876405	00:48:31	1
-154.95	22.8	10058.4	0.0337847219780087	00:48:39	0
-156.68	23.33	10485.12	0.0339351850561798	00:48:52	0
-119.67	33.9	6644.64	0.0339699075557292	00:48:55	1
-123.85	34	11277.6	0.0339814815670252	00:48:56	0
-124.65	36.44	9601.2	0.0340856481343508	00:49:05	0
-129.54	31.83	9144	0.0341319446451962	00:49:09	1
-122.72	34	10972.8	0.0342013887129724	00:49:15	1
-156.3	22.12	9570.72	0.0342129631899297	00:49:16	0
-154.85	22.27	9144	0.0342361112125218	00:49:18	0
-155	22.78	9692.64	0.0343055557459593	00:49:24	0
-120.81	34.09	8747.76	0.0345370369032025	00:49:44	0
-154.98	22.8	10668	0.0345717594027519	00:49:47	0
-148.23	26.7	11582.4	0.03460648143664	00:49:50	0
-156.67	23.47	10668	0.0346412034705281	00:49:53	0
-122.97	36.5	11277.6	0.034756944514811	00:50:03	0
-156.33	21.8	9753.6	0.0347685185261071	00:50:04	0
-154.57	20.92	10668	0.0348032405599952	00:50:07	0
-156.33	21.98	9570.72	0.0348148145712912	00:50:08	0
-123.42	36.9	7162.8	0.0348495370708406	00:50:11	1
-140.7	30.4	11277.6	0.0349189811386168	00:50:17	1
-123.1	31.22	10058.4	0.0349189816042781	00:50:17	0
-122.37	34.19	10576.56	0.0349884256720543	00:50:23	0
-156.6	23.07	10088.88	0.0351273152045906	00:50:35	0
-122.65	34.02	10058.4	0.0351736107841134	00:50:39	1
-122.77	33.98	11277.6	0.0352314817719162	00:50:44	1
-124.33	33.96	11277.6	0.0353935183957219	00:50:58	1
-120.23	31.97	10668	0.0354282408952713	00:51:01	0
-154.58	21.07	10363.2	0.0354398149065673	00:51:02	0
-154.78	21.92	10972.8	0.0354629629291594	00:51:04	0
-123.09	32.48	9448.8	0.0355092589743435	00:51:08	1
-121.8	32.08	12496.8	0.0355787039734423	00:51:14	0
-120.74	33.7	7498.08	0.0356250000186265	00:51:18	0
-125.94	35.86	11582.4	0.0356365740299225	00:51:19	0
-124.52	33.07	9753.6	0.0356828705407679	00:51:23	1
-120.65	33.71	8199.12	0.0358912036754191	00:51:41	0
-123.79	33.99	10668	0.0359259257093072	00:51:44	0
-122.21	33.62	11277.6	0.0360416667535901	00:51:54	0
-154.98	22.8	10058.4	0.0360532407648861	00:51:55	0
-122.04	33.02	11277.6	0.0361689818091691	00:52:05	0
-121.36	33.62	7772.4	0.0361921298317611	00:52:07	1
-154.65	21.55	10668	0.0363194444216788	00:52:18	0
-123.88	34	10668	0.0363541669212282	00:52:21	0
-124.52	33.07	9144	0.0363657409325242	00:52:22	1
-156.33	21.98	9906	0.0364699074998498	00:52:31	0
-123.41	32.38	11277.6	0.0364930555224419	00:52:33	0
-154.97	22.8	10972.8	0.0365162040106952	00:52:35	0
-120.55	33.48	9692.64	0.03652777755633	00:52:36	0
-155.02	22.75	10668	0.0365277780219913	00:52:36	0
-154.95	22.82	11643.36	0.036539351567626	00:52:37	0
-156.28	21.8	9174.48	0.0365740740671754	00:52:40	0
-155.07	22.75	10668	0.0365972225554287	00:52:42	0
-148.4	27.67	11277.6	0.036678240634501	00:52:49	0
-127.36	45.13	10972.8	0.036678240634501	00:52:49	0
-151.02	26.21	10972.8	0.0367476851679385	00:52:55	1
-125.2	36.12	11582.4	0.0367592591792345	00:52:56	1
-155	22.78	11887.2	0.0368055552244186	00:53:00	0
-156.82	21.3	6065.52	0.0368055552244186	00:53:00	1
-122.29	33.99	11582.4	0.036828703712672	00:53:02	0
-134.2	42.01	10668	0.0369328702799976	00:53:11	1
-119.7	33.8	6675.12	0.0369444442912936	00:53:12	1
-122.72	34.08	11856.72	0.0369560187682509	00:53:13	1
-122.67	34.01	10668	0.036967592779547	00:53:14	1
-153.67	23.58	10668	0.036967592779547	00:53:14	0
-123.05	31.23	11856.72	0.0370023148134351	00:53:17	0
-122.7	33.99	10668	0.0370138888247311	00:53:18	1
-120.79	34.13	7772.4	0.0370717593468726	00:53:23	0
-122.76	33.91	11277.6	0.037118055857718	00:53:27	1
-121.59	31.44	11277.6	0.0371527778916061	00:53:30	0
-156.25	21.47	8046.72	0.0371875003911555	00:53:33	0
-123.8	33.99	10972.8	0.0373148149810731	00:53:44	0
-136.1	40.98	10058.4	0.0373726850375533	00:53:49	1
-156.78	21.63	6156.96	0.0373842590488493	00:53:50	1
-127.32	45.26	11277.6	0.0374537035822868	00:53:56	0
-122.75	33.96	11247.12	0.0375810186378658	00:54:07	1
-124.2	33.96	10363.2	0.0375925926491618	00:54:08	1
-139.43	28.7	9753.6	0.0376388891600072	00:54:12	0
-132.43	42.93	10058.4	0.037662036716938	00:54:14	1
-120.64	33.71	9448.8	0.0377199072390795	00:54:19	0
-123.09	32.58	10058.4	0.0377199077047408	00:54:19	1
-123.39	37.02	6126.48	0.0377314812503755	00:54:20	1
-120.32	32.58	10363.2	0.0377662037499249	00:54:23	0
-154.67	21.53	11277.6	0.037812499795109	00:54:27	0
-152.32	24.39	11582.4	0.0378240738064051	00:54:28	0
-152.26	24.44	10972.8	0.0378356478177011	00:54:29	0
-123.85	34.03	11582.4	0.0378703703172505	00:54:32	0
-122.15	33.52	9753.6	0.0379629633389413	00:54:40	0
-156.67	23.3	10668	0.0379976853728294	00:54:43	0
-121.85	32.66	10637.52	0.0380092593841255	00:54:44	0
-155.1	23.62	10363.2	0.0380671294406056	00:54:49	0
-156.48	22.8	11277.6	0.0381481484510005	00:54:56	0
-127.38	45.1	11277.6	0.038252315018326	00:55:05	0
-140.7	30.4	10972.8	0.0382986115291715	00:55:09	1
-125.19	36.3	10972.8	0.0383333335630596	00:55:12	1
-156.37	21.97	9509.76	0.0384490741416812	00:55:22	0
-153.48	22.72	10972.8	0.0384953701868653	00:55:26	0
-140.82	40.51	8839.2	0.0384953706525266	00:55:26	1
-125.25	36.11	10972.8	0.0385763887315989	00:55:33	1
-124.32	33.97	11277.6	0.0385995367541909	00:55:35	1
-124.28	34.02	11247.12	0.0386342592537403	00:55:38	1
-125.16	36.16	11277.6	0.0386805557645857	00:55:42	1
-154.98	22.78	11582.4	0.0386921293102205	00:55:43	0
-122.2	33.82	10332.72	0.0387037037871778	00:55:44	0
-156.65	23.43	10668	0.0387037037871778	00:55:44	0
-123.89	33.83	11582.4	0.0387268518097699	00:55:46	0
-134.28	41.97	10363.2	0.0387384262867272	00:55:47	1
-156.45	22.37	11369.04	0.0388541668653488	00:55:57	0
-156.22	21.47	8747.76	0.038900462910533	00:56:01	0
-127.34	45.21	11277.6	0.0389004633761942	00:56:01	0
-121.36	33.62	8351.52	0.0389814814552665	00:56:08	1
-122.66	33.98	11582.4	0.0390856484882534	00:56:17	1
-155.03	22.77	11887.2	0.0391666665673256	00:56:24	0
-125.13	36.16	10972.8	0.0392708331346512	00:56:33	1
-135.05	39.37	10058.4	0.0392708336003125	00:56:33	1
-154.57	20.95	10668	0.0393055556342006	00:56:36	0
-156.63	23.55	10668	0.0393981481902301	00:56:44	0
-154.98	22.8	11582.4	0.0395023147575557	00:56:53	0
-134.97	39.42	11582.4	0.0395370372571051	00:56:56	1
-121.16	33.94	10363.2	0.0395370372571051	00:56:56	1
-134.97	39.42	10058.4	0.0395717592909932	00:56:59	1
-124.25	34	10058.4	0.0396064817905426	00:57:02	1
-156.17	21.23	7132.32	0.0396412038244307	00:57:05	0
-156.43	22.37	11582.4	0.0398379629477859	00:57:22	0
-153.22	22.05	10972.8	0.0399652780033648	00:57:33	0
-120.68	33.71	7680.96	0.0400578700937331	00:57:41	0
-139.43	28.7	10363.2	0.0400694441050291	00:57:42	0
-121.99	32.96	11887.2	0.0400694445706904	00:57:42	0
-120.62	33.71	9997.44	0.0401388886384666	00:57:48	0
-126.4	31.7	10972.8	0.0401620366610587	00:57:50	1
-153	21.3	10972.8	0.0402314811944962	00:57:56	0
-121.25	33.94	10363.2	0.0402314816601574	00:57:56	1
-122.19	33.87	10668	0.040335648227483	00:58:05	0
-156.37	22.1	9052.56	0.0403587962500751	00:58:07	0
-121.69	31.5	11277.6	0.0404050922952592	00:58:11	0
-121.56	32.78	10668	0.0404166667722166	00:58:12	1
-137.47	30.87	10668	0.0404166667722166	00:58:12	1
