longitude	latitude	flightaltitude	timediff, dayfrac	timediff, hh:mm:ss	day=0/night=1
-143.64	27.07	11582.4	-0.0461689815856516	-01:06:29	0
-132.72	32.23	10668	-0.0461458330973983	-01:06:27	0
-140.55	38.28	10668	-0.0459259259514511	-01:06:08	0
-143.7	27.04	11582.4	-0.045763888861984	-01:05:54	0
-154.83	22.27	10058.4	-0.0453472225926816	-01:05:18	0
-156.18	21.4	8900.16	-0.0451967590488493	-01:05:05	0
-132.64	32.22	11277.6	-0.0449884259141982	-01:04:47	0
-155.15	23.58	11277.6	-0.0449884259141982	-01:04:47	0
-130.42	35.38	10668	-0.0448842593468726	-01:04:38	0
-138.97	31.17	12192	-0.0445486111566424	-01:04:09	1
-153.4	22.72	11887.2	-0.0445138891227543	-01:04:06	0
-125.85	35.68	11277.6	-0.0440856479108334	-01:03:29	0
-155.23	21.68	8991.6	-0.0440162033773959	-01:03:23	1
-142.44	29.61	10363.2	-0.0440162033773959	-01:03:23	1
-137.68	38.79	10668	-0.0439004627987742	-01:03:13	0
-156.37	21.98	9326.88	-0.0438888887874782	-01:03:12	0
-152.75	26.27	10972.8	-0.0437152776867151	-01:02:57	0
-156.32	21.87	8961.12	-0.0436226851306856	-01:02:49	0
-152.43	25.39	11277.6	-0.0434259260073304	-01:02:32	0
-156.23	21.82	10363.2	-0.0433449074625969	-01:02:25	0
-145.81	34.58	8839.2	-0.0432870374061167	-01:02:20	1
-156.47	22.35	10759.44	-0.0432754629291594	-01:02:19	0
-155.15	23.52	10363.2	-0.0431249998509884	-01:02:06	0
-155.38	24.63	9144	-0.0431018518283963	-01:02:04	0
-155.23	23.5	8595.36	-0.0429861112497747	-01:01:54	0
-156.3	21.8	8839.2	-0.0428587961941957	-01:01:43	0
-129.77	32.91	11887.2	-0.0428240741603076	-01:01:40	0
-155.02	22.77	11277.6	-0.0427546296268702	-01:01:34	0
-156.33	21.95	9174.48	-0.0426620370708406	-01:01:26	0
-156.3	21.82	8869.68	-0.0426388890482485	-01:01:24	0
-156.27	21.82	9753.6	-0.0424537034705281	-01:01:08	0
-156.33	21.98	9723.12	-0.0424305554479361	-01:01:06	0
-156.52	22.33	10149.84	-0.0422916663810611	-01:00:54	0
-156.28	21.38	9052.56	-0.0421990742906928	-01:00:46	0
-145.74	34.63	10058.4	-0.0421759258024395	-01:00:44	1
-136.15	27.7	11582.4	-0.042106481269002	-01:00:38	0
-123.89	34.01	10668	-0.0420601852238178	-01:00:34	0
-156.28	21.87	9753.6	-0.0419907406903803	-01:00:28	0
-149.08	30.05	11582.4	-0.0418287036009133	-01:00:14	0
-156.58	23.03	10363.2	-0.0417592595331371	-01:00:08	0
-120.81	34.14	10302.24	-0.041446759365499	-00:59:41	0
-156.07	20.77	9113.52	-0.041435185354203	-00:59:40	0
-152.97	21.02	10668	-0.041435185354203	-00:59:40	0
-154.82	22.27	7315.2	-0.0411111111752689	-00:59:12	0
-140.7	30.4	10972.8	-0.0409374996088445	-00:58:57	1
-140.7	30.4	11582.4	-0.0409374996088445	-00:58:57	1
-156.52	22.93	8534.4	-0.0408333330415189	-00:58:48	0
-154.95	22.83	11277.6	-0.0408101854845881	-00:58:46	0
-156.28	21.38	8717.28	-0.0407638885080814	-00:58:42	0
-128.83	34.91	11582.4	-0.0407291669398546	-00:58:39	0
-140.7	30.4	11582.4	-0.0407175924628973	-00:58:38	1
-154.97	22.8	11277.6	-0.0405902778729796	-00:58:27	0
-156.28	21.8	9144	-0.0405671298503876	-00:58:25	0
-134.46	32.97	11277.6	-0.0405555553734303	-00:58:24	0
-132.46	32.26	9448.8	-0.0405439813621342	-00:58:23	1
-163.12	21.05	9753.6	-0.0405324073508382	-00:58:22	1
-151.64	29.75	8839.2	-0.0404976853169501	-00:58:19	1
-155.37	24.63	10972.8	-0.040462963283062	-00:58:16	0
-124.6	36.45	10668	-0.0403472222387791	-00:58:06	0
-155.25	23.6	11277.6	-0.040335648227483	-00:58:05	0
-156.28	21.82	10576.56	-0.0401157406158745	-00:57:46	0
-140.7	30.4	9144	-0.0397453703917563	-00:57:14	1
-154.7	21.73	11277.6	-0.0396759258583188	-00:57:08	0
-156.62	23.27	11277.6	-0.0396643518470228	-00:57:07	0
-126.39	37.53	10972.8	-0.0394212966784835	-00:56:46	0
-157.98	22.33	7315.2	-0.0393750001676381	-00:56:42	0
-126.16	36.7	10668	-0.0393402776680887	-00:56:39	0
-140.7	30.4	11277.6	-0.0391666665673256	-00:56:24	1
-156.3	21.93	8839.2	-0.0391203705221415	-00:56:20	0
-156.2	21.4	9083.04	-0.0388888888992369	-00:56:00	0
-122.1	33.59	10363.2	-0.0388194443657994	-00:55:54	0
-156.77	23.83	11582.4	-0.0386226852424443	-00:55:37	0
-128.74	34.94	10668	-0.0384953706525266	-00:55:26	0
-124.52	33.07	10058.4	-0.0383680555969477	-00:55:15	1
-142.42	29.61	10668	-0.0383564815856516	-00:55:14	1
-119.23	34.21	6553.2	-0.0383333335630596	-00:55:12	0
-156.22	21.47	10972.8	-0.0383217595517635	-00:55:11	0
-139.92	27.52	9753.6	-0.0382175929844379	-00:55:02	1
-125.84	35.81	11887.2	-0.0382060185074806	-00:55:01	0
-140.7	30.4	9448.8	-0.0379976853728294	-00:54:43	1
-155.05	22.18	10972.8	-0.0379745368845761	-00:54:41	1
-156.3	22	9052.56	-0.0378819443285465	-00:54:33	0
-144.58	33.46	10058.4	-0.0378240738064051	-00:54:28	1
-119.33	34.26	7010.4	-0.037638888694346	-00:54:12	0
-154.67	21.38	11277.6	-0.0375694446265697	-00:54:06	0
-156.52	22.88	10515.6	-0.0375462966039777	-00:54:04	0
-153.38	22.72	10972.8	-0.0373842590488493	-00:53:50	0
-125.99	35.77	10668	-0.0373263889923692	-00:53:45	0
-120.63	33.6	9570.72	-0.0370370373129845	-00:53:20	0
-156.1	21.48	9174.48	-0.0370254633016884	-00:53:19	0
-156.45	22.98	10881.36	-0.0368518522009254	-00:53:04	0
-154.83	22.28	10363.2	-0.0367939816787839	-00:52:59	0
-140.88	29.77	11582.4	-0.0366435186006129	-00:52:46	1
-146.05	27.73	10972.8	-0.0365625000558794	-00:52:39	1
-156.47	22.37	10972.8	-0.0365509260445833	-00:52:38	0
-135.45	32.6	11582.4	-0.0363541664555669	-00:52:21	1
-133.31	34.4	10972.8	-0.0362615738995373	-00:52:13	0
-156.73	21.65	9296.4	-0.0361805553548038	-00:52:06	1
-156.15	20.88	8168.64	-0.0361226852983236	-00:52:01	0
-156.32	21.8	9418.32	-0.0361111112870276	-00:52:00	0
-155	22.78	10363.2	-0.0360879627987742	-00:51:58	0
-139.43	28.7	11582.4	-0.0360648147761822	-00:51:56	0
-144.23	28.75	9448.8	-0.0358449071645737	-00:51:37	1
-156.33	21.92	9814.56	-0.0358101851306856	-00:51:34	0
-153.35	22.7	11582.4	-0.0357291670516133	-00:51:27	0
-151.57	21.47	10363.2	-0.0356018519960344	-00:51:16	0
-154.73	21.67	11277.6	-0.0355902779847384	-00:51:15	0
-140.7	30.4	10972.8	-0.0355439814738929	-00:51:11	1
-156.77	21.65	7315.2	-0.0354861109517515	-00:51:06	1
-131.88	34.9	10972.8	-0.0353009258396924	-00:50:50	0
-144.44	33.56	9448.8	-0.0352314813062549	-00:50:44	1
-156.33	22	8442.96	-0.0351041667163372	-00:50:33	0
-156.53	22.9	11582.4	-0.0349768516607583	-00:50:22	0
-139.43	28.7	10668	-0.0349305556155741	-00:50:18	0
-156.27	21.93	9326.88	-0.0347800925374031	-00:50:05	0
-122.18	33.62	10332.72	-0.034745370503515	-00:50:02	0
-120.7	33.71	10911.84	-0.0346874999813735	-00:49:57	0
-140.7	30.4	11887.2	-0.0345601853914559	-00:49:46	1
-141.76	32.05	11277.6	-0.0345486109144986	-00:49:45	1
-156.4	22.45	8534.4	-0.0344675928354263	-00:49:38	0
-156.35	21.97	8382	-0.0343865742906928	-00:49:31	0
-156.07	20.87	7315.2	-0.0343865738250315	-00:49:31	0
-156.33	21.98	9052.56	-0.0343634258024395	-00:49:29	0
-156.28	22.02	9144	-0.0342824072577059	-00:49:22	0
-156.55	22.88	10363.2	-0.0342245372012258	-00:49:17	0
-138.21	28.15	10668	-0.0341782406903803	-00:49:13	1
-155	22.77	11277.6	-0.0341666666790843	-00:49:12	0
-142.66	34.79	10668	-0.0340972221456468	-00:49:06	0
-156.53	22.9	10363.2	-0.0340046295896173	-00:48:58	0
-139.43	28.7	11277.6	-0.0339930555783212	-00:48:57	0
-147.43	23.38	12192	-0.0339236110448837	-00:48:51	0
-153.43	22.62	11277.6	-0.0339004625566304	-00:48:49	0
-153.35	22.75	10363.2	-0.0338888890109956	-00:48:48	0
-156.32	21.9	8625.84	-0.0338657405227423	-00:48:46	0
-147.66	33.13	9753.6	-0.0338194444775581	-00:48:42	1
-128.35	33.23	11887.2	-0.03378472244367	-00:48:39	0
-156.25	21.82	9265.92	-0.0337268519215286	-00:48:34	0
-156.65	23.25	10668	-0.0335879628546536	-00:48:22	0
-120.28	32.1	10180.32	-0.0335648148320615	-00:48:20	0
-156.33	22.22	10058.4	-0.033321759197861	-00:47:59	0
-156.55	22.85	10972.8	-0.0333101851865649	-00:47:58	0
-154.98	22.83	11582.4	-0.0330439815297723	-00:47:35	0
-156.6	23.37	10668	-0.0328935184516013	-00:47:22	0
-154.8	22.27	10058.4	-0.0327893518842757	-00:47:13	0
-124.57	36.46	10668	-0.0327314813621342	-00:47:08	0
-145.73	29.06	11277.6	-0.0326851853169501	-00:47:04	0
-156.78	23.77	10972.8	-0.0325925927609205	-00:46:56	0
-140.7	30.4	10058.4	-0.0325694442726672	-00:46:54	1
-154.72	21.7	11582.4	-0.032500000204891	-00:46:48	0
-140.7	30.4	11277.6	-0.0324999997392297	-00:46:48	1
-154.53	21.08	8595.36	-0.0324305556714535	-00:46:42	0
-156.28	22.02	9448.8	-0.0324074076488614	-00:46:40	0
-152.05	23.28	11582.4	-0.0322685185819864	-00:46:28	0
-147.77	26.94	10668	-0.0321527775377035	-00:46:18	1
-149.75	26.93	10668	-0.0321064814925194	-00:46:14	0
-140.7	30.4	10972.8	-0.03207175899297	-00:46:11	1
-156.33	21.78	11551.92	-0.0320601854473352	-00:46:10	0
-123.87	34.01	10668	-0.0319791669026017	-00:46:03	0
-154.63	21.55	11582.4	-0.0319444444030523	-00:46:00	0
-154.68	21.73	10972.8	-0.0318749998696148	-00:45:54	0
-125.85	35.79	11277.6	-0.0317476852796972	-00:45:43	0
-154.73	21.53	10972.8	-0.0317013887688518	-00:45:39	0
-152.82	26.23	11277.6	-0.0316319447010756	-00:45:33	0
-154.63	21.37	11887.2	-0.0316203702241182	-00:45:32	0
-125.87	35.83	10668	-0.0315277776680887	-00:45:24	0
-154.75	21.75	10668	-0.0314583336003125	-00:45:18	0
-156.57	22.85	11582.4	-0.0312268519774079	-00:44:58	0
-154.92	22.85	11582.4	-0.0312037039548159	-00:44:56	0
-156.15	21.47	9509.76	-0.0311458334326744	-00:44:51	0
-121.18	33.97	10668	-0.031111110933125	-00:44:48	1
-125.96	35.76	11277.6	-0.0310069443657994	-00:44:39	0
-136.03	33.39	11277.6	-0.0309259262867272	-00:44:32	0
-121.18	35.42	10363.2	-0.0307291666977108	-00:44:15	0
-155.15	23.6	11277.6	-0.0306828706525266	-00:44:11	0
-140.7	30.4	11277.6	-0.0306481481529772	-00:44:08	1
-133.24	34.42	10972.8	-0.0305787036195397	-00:44:02	0
-137.13	31.92	12100.56	-0.0304861110635102	-00:43:54	1
-134.41	32.99	10972.8	-0.0300694443285465	-00:43:18	0
-156.57	22.98	10302.24	-0.0300462963059545	-00:43:16	0
-139.07	31.12	10668	-0.029826388694346	-00:42:57	1
-122.2	33.56	9753.6	-0.029687499627471	-00:42:45	0
-145.78	34.6	10668	-0.0295833330601454	-00:42:36	1
-143.69	27.17	11277.6	-0.0295370370149612	-00:42:32	0
-155.23	23.7	11582.4	-0.0295370370149612	-00:42:32	0
-133.67	33.27	11582.4	-0.0293749999254942	-00:42:18	1
-156.53	23.13	10789.92	-0.0293518519029021	-00:42:16	0
-151.63	21.47	10363.2	-0.0293287038803101	-00:42:14	0
-139.43	28.7	11582.4	-0.0292939813807607	-00:42:11	0
-156.8	21.55	6156.96	-0.0292361113242805	-00:42:06	1
-155.28	23.63	10972.8	-0.0291782403364778	-00:42:01	0
-120.66	33.71	10302.24	-0.0290509257465601	-00:41:50	0
-154.75	21.65	10972.8	-0.0289814816787839	-00:41:44	0
-136.01	33.4	10972.8	-0.0287847225554287	-00:41:27	0
-154.83	22.28	11582.4	-0.02871527755633	-00:41:21	0
-153.37	22.72	11277.6	-0.0286921295337379	-00:41:19	0
-156.3	22.02	9052.56	-0.0286574074998498	-00:41:16	0
-140.7	30.4	10972.8	-0.0285995369777083	-00:41:11	1
-135.43	32.6	11277.6	-0.0285879629664123	-00:41:10	1
-156.28	22	10058.4	-0.0284722223877907	-00:41:00	0
-156.27	21.82	8869.68	-0.0284722219221294	-00:41:00	0
-140.7	30.4	10668	-0.0284374998882413	-00:40:57	1
-129.79	30.81	10972.8	-0.0283680553548038	-00:40:51	1
-123.47	32.55	11277.6	-0.0283333333209157	-00:40:48	0
-153.07	21.12	9144	-0.0281250001862645	-00:40:30	0
-155.03	22.85	11277.6	-0.0280787036754191	-00:40:26	0
-124.53	36.48	11277.6	-0.02789351856336	-00:40:10	0
-145.04	25.49	10668	-0.0278472220525146	-00:40:06	1
-156.35	21.95	8991.6	-0.0278356480412185	-00:40:05	0
-122.25	34	10972.8	-0.0278240740299225	-00:40:04	0
-130.15	34.48	11887.2	-0.0274999998509884	-00:39:36	0
-150.29	29.07	9448.8	-0.0272800922393799	-00:39:17	1
-139.43	28.7	12192	-0.0272222221828997	-00:39:12	0
-129.82	30.8	10668	-0.0271643521264195	-00:39:07	1
-125.99	35.77	10972.8	-0.0271412036381662	-00:39:05	0
-139.17	30.34	11582.4	-0.0271064816042781	-00:39:02	1
-154.62	21.55	10972.8	-0.0270023150369525	-00:38:53	0
-138.88	32.24	10972.8	-0.0269444440491498	-00:38:48	0
-154.87	22.28	10972.8	-0.0268981484696269	-00:38:44	0
-153.43	22.58	10972.8	-0.0268634259700775	-00:38:41	1
-145.99	27.76	10363.2	-0.0267245369032025	-00:38:29	1
-154.98	22.8	11277.6	-0.0265740742906928	-00:38:16	0
-125.83	35.82	11430	-0.026493055280298	-00:38:09	0
-136.07	33.37	10363.2	-0.0264004627242684	-00:38:01	0
-154.98	22.8	10972.8	-0.0261921295896173	-00:37:43	0
-156.32	22.05	8717.28	-0.0261342590674758	-00:37:38	0
-120.2	31.99	9144	-0.0259953704662621	-00:37:26	0
-140.7	30.4	9448.8	-0.0258912038989365	-00:37:17	1
-146.04	23.97	10363.2	-0.0258449073880911	-00:37:13	0
-141.92	31.98	10058.4	-0.025810185354203	-00:37:10	0
-156.35	21.93	8625.84	-0.0257407408207655	-00:37:04	0
-152.95	20.73	10972.8	-0.0257407408207655	-00:37:04	0
-156.17	21.43	8534.4	-0.0257291668094695	-00:37:03	0
-154.72	21.55	11277.6	-0.0256018522195518	-00:36:52	0
-147.79	26.93	10668	-0.0256018522195518	-00:36:52	1
-151.42	24.42	10363.2	-0.025509259197861	-00:36:44	1
-153.02	21.25	10363.2	-0.0254976851865649	-00:36:43	0
-142.59	34.84	10058.4	-0.0253935186192393	-00:36:34	1
-144.15	28.78	10972.8	-0.0253240740858018	-00:36:28	1
-156.32	21.95	8534.4	-0.0252777780406177	-00:36:24	0
-134.18	31.81	10363.2	-0.0251620369963348	-00:36:14	1
-140.7	30.4	10972.8	-0.0251273144967854	-00:36:11	1
-153.4	22.72	10972.8	-0.0249999999068677	-00:36:00	0
-129.2	33.04	10058.4	-0.0249884258955717	-00:35:59	1
-124.44	36.13	12192	-0.0249305558390915	-00:35:54	0
-141.62	31.03	11399.52	-0.0249074073508382	-00:35:52	0
-141.92	31.98	10972.8	-0.0248958333395422	-00:35:51	0
-126.92	35.5	11277.6	-0.024849537294358	-00:35:47	1
-140.7	30.4	11582.4	-0.0246180556714535	-00:35:27	1
-154.88	22.27	10668	-0.0245717591606081	-00:35:23	0
-153.12	21.72	11277.6	-0.0245717591606081	-00:35:23	0
-153.07	21.28	11582.4	-0.0244675925932825	-00:35:14	0
-153.48	22.73	12192	-0.0244097225368023	-00:35:09	0
-122.45	34.51	10668	-0.02425925899297	-00:34:56	0
-154.9	22.85	11277.6	-0.0241666669026017	-00:34:48	0
-153.22	22.02	10972.8	-0.0241666669026017	-00:34:48	0
-156.48	22.95	10363.2	-0.0241666664369404	-00:34:48	0
-133.77	30.62	11277.6	-0.0241319444030523	-00:34:45	0
-120.73	33.71	10119.36	-0.0240162038244307	-00:34:35	0
-139.43	28.7	10668	-0.0237731481902301	-00:34:14	0
-154.98	22.8	11582.4	-0.0236689816229045	-00:34:05	0
-154.97	22.73	12192	-0.0236342595890164	-00:34:02	0
-153.25	22.05	11582.4	-0.0235532405786216	-00:33:55	0
-154.9	22.82	10972.8	-0.0234143519774079	-00:33:43	0
-125.92	35.63	10972.8	-0.0233680554665625	-00:33:39	0
-156.23	20.98	11856.72	-0.0232175928540528	-00:33:26	0
-134.11	31.83	10058.4	-0.0231944443657994	-00:33:24	0
-155.02	22.78	11277.6	-0.0230092592537403	-00:33:08	0
-133.7	33.25	11887.2	-0.0229745367541909	-00:33:05	1
-123.43	32.44	10637.52	-0.0228587966412306	-00:32:55	0
-123.81	34.12	11582.4	-0.0226967590861022	-00:32:41	0
-123.84	33.84	10637.52	-0.0226736110635102	-00:32:39	0
-156.12	21.25	10363.2	-0.0225925925187767	-00:32:32	0
-152	23.31	11277.6	-0.0225925925187767	-00:32:32	0
-156.32	21.87	8869.68	-0.0222569443285465	-00:32:03	0
-124.49	36.42	10972.8	-0.0222222222946584	-00:32:00	0
-141.57	31.05	10363.2	-0.0221990742720664	-00:31:58	0
-123.82	33.88	11277.6	-0.022164351772517	-00:31:55	0
-153.28	22.05	11277.6	-0.022164351772517	-00:31:55	0
-156.12	21.25	10454.64	-0.0220601852051914	-00:31:46	0
-133.7	33.25	10972.8	-0.0220601852051914	-00:31:46	1
-153.63	23.61	10972.8	-0.0220601852051914	-00:31:46	0
-123.36	32.41	10668	-0.0219560186378658	-00:31:37	0
-153.13	21.3	10972.8	-0.0218981481157243	-00:31:32	0
-154.93	22.82	10363.2	-0.0218055555596948	-00:31:24	0
-156.3	22.02	8991.6	-0.0217592595145106	-00:31:20	0
-156.32	21.88	9144	-0.0217592595145106	-00:31:20	0
-156.15	21.4	8961.12	-0.0216666664928198	-00:31:12	0
-140.7	30.4	10972.8	-0.0216550924815238	-00:31:11	1
-156.48	22.4	11003.28	-0.0214699073694646	-00:30:55	0
-156.28	21.42	8229.6	-0.0214004628360271	-00:30:49	0
-122.15	33.53	10363.2	-0.021342592779547	-00:30:44	0
-156.42	22.43	10454.64	-0.0212962962687016	-00:30:40	0
-124.51	36.45	10363.2	-0.021203703712672	-00:30:32	0
-154.97	22.8	11277.6	-0.021192129701376	-00:30:31	0
-156.4	22.13	10058.4	-0.0211805556900799	-00:30:30	0
-141.92	31.98	9753.6	-0.0211342591792345	-00:30:26	0
-139.03	31.15	8839.2	-0.0211111111566424	-00:30:24	1
-125.87	35.81	11277.6	-0.0208912035450339	-00:30:05	0
-140.7	30.4	9448.8	-0.0207870369777083	-00:29:56	1
-124.56	36.43	9479.28	-0.0207175924442708	-00:29:50	0
-153.33	22.65	10668	-0.0206365743651986	-00:29:43	0
-129.08	35.82	10972.8	-0.0205439813435078	-00:29:35	0
-156.67	23.15	10668	-0.0204976852983236	-00:29:31	0
-156.75	23.72	11582.4	-0.0204282407648861	-00:29:25	0
-122.15	33.64	10668	-0.0204166667535901	-00:29:24	0
-153.52	22.65	11277.6	-0.0203240737318993	-00:29:16	0
-156.27	22.02	9662.16	-0.0201967596076429	-00:29:05	0
-156.33	21.88	8656.32	-0.0201620371080935	-00:29:02	0
-123.09	31.22	11582.4	-0.0200115740299225	-00:28:49	0
-156.32	21.95	7955.28	-0.019930555485189	-00:28:42	0
-156.53	22.7	9845.04	-0.0199074074625969	-00:28:40	0
-135.84	31.35	10668	-0.0198726854287088	-00:28:37	1
-124.54	36.48	11277.6	-0.0198495369404554	-00:28:35	0
-156.65	23.28	10668	-0.01980324042961	-00:28:31	0
-154.73	21.72	11277.6	-0.0197569448500872	-00:28:27	0
-156.72	23.58	11582.4	-0.0197222223505378	-00:28:24	0
-154.97	22.8	11277.6	-0.0196064817719162	-00:28:14	0
-156.12	20.87	11521.44	-0.0194907407276332	-00:28:04	0
-124.76	37.09	10972.8	-0.0193750001490116	-00:27:54	0
-147.81	25.28	11887.2	-0.0193750001490116	-00:27:54	0
-124.51	36.46	11277.6	-0.0191898145712912	-00:27:38	0
-151.97	23.32	10363.2	-0.019120370503515	-00:27:32	0
-156.68	23.45	11582.4	-0.0190277774818242	-00:27:24	0
-125.85	35.68	11277.6	-0.0190046294592321	-00:27:22	0
-156.2	21.5	8686.8	-0.01898148143664	-00:27:20	0
-123.46	32.73	10668	-0.018958333414048	-00:27:18	0
-156.55	22.95	10668	-0.0189120369032025	-00:27:14	0
-124.69	37.09	10241.28	-0.0186111107468605	-00:26:48	0
-140.7	30.4	10058.4	-0.0185879631899297	-00:26:46	1
-123.38	37.72	6339.84	-0.0185763887129724	-00:26:45	0
-154.97	22.78	11582.4	-0.0185532406903803	-00:26:43	0
-153.25	22.08	11582.4	-0.0184027780778706	-00:26:30	0
-156.78	23.28	9753.6	-0.0183912040665746	-00:26:29	0
-156.65	23.32	11582.4	-0.0183333330787718	-00:26:24	0
-155.02	22.77	11582.4	-0.0182986110448837	-00:26:21	0
-140.7	30.4	10972.8	-0.0181828700006008	-00:26:11	1
-122.46	34.71	11247.12	-0.0181712964549661	-00:26:10	0
-123.84	34.01	11856.72	-0.0178935183212161	-00:25:46	0
-121.11	35.1	10058.4	-0.017847222276032	-00:25:42	0
-130	34	9448.8	-0.017719907220453	-00:25:31	0
-156.18	21.38	9479.28	-0.0176736111752689	-00:25:27	0
-155	22.75	11582.4	-0.0176388891413808	-00:25:24	0
-156.63	23.18	11582.4	-0.0176273146644235	-00:25:23	0
-142.42	29.61	10972.8	-0.0175231485627592	-00:25:14	1
-123.38	37.47	8595.36	-0.0174305555410683	-00:25:06	0
-156.28	21.98	8839.2	-0.0173842594958842	-00:25:02	0
-155.43	24.55	10972.8	-0.0173726850189269	-00:25:01	0
-154.95	22.8	11582.4	-0.0172916664741933	-00:24:54	0
-156.4	22.48	10972.8	-0.0172106479294598	-00:24:47	0
-156.3	21.75	9448.8	-0.017187500372529	-00:24:45	0
-131.03	32.03	10972.8	-0.0170949073508382	-00:24:37	0
-124.52	36.5	10942.32	-0.0170949073508382	-00:24:37	0
-123.36	32.06	11277.6	-0.0170833333395422	-00:24:36	0
-156.63	23.07	11582.4	-0.0169328702613711	-00:24:23	0
-156.25	22.07	10393.68	-0.016886574216187	-00:24:19	0
-154.93	22.83	11277.6	-0.0168055556714535	-00:24:12	0
-122.08	32.93	10668	-0.0167592591606081	-00:24:08	0
-155.5	24.43	10972.8	-0.0166666666045785	-00:24:00	0
-155	22.78	11277.6	-0.0166550925932825	-00:23:59	0
-123.37	32.39	9418.32	-0.016597222071141	-00:23:54	0
-125.84	35.65	11277.6	-0.016458333004266	-00:23:42	0
-156.18	21.38	9144	-0.0163657404482365	-00:23:34	0
-156.45	22.37	10088.88	-0.0163541664369404	-00:23:33	0
-129.82	32.9	11277.6	-0.0162847223691642	-00:23:27	0
-153.22	21.83	10668	-0.0161805558018386	-00:23:18	0
-154.93	22.83	11277.6	-0.0161458333022892	-00:23:15	0
-154.92	22.82	10363.2	-0.0161111112684011	-00:23:12	0
-132.03	33.85	11582.4	-0.0161111112684011	-00:23:12	1
-122.38	34.13	11551.92	-0.0160763887688518	-00:23:09	0
-125.88	35.84	11277.6	-0.0160648147575557	-00:23:08	0
-154.67	21.53	10668	-0.0160416667349637	-00:23:06	0
-121.7	31.58	10668	-0.0159837966784835	-00:23:01	0
-154.98	22.8	11277.6	-0.015925926156342	-00:22:56	0
-135.25	40.81	10668	-0.0158912041224539	-00:22:53	0
-156.43	22.4	11612.88	-0.0158796296454966	-00:22:52	0
-121.97	32.7	11277.6	-0.015787037089467	-00:22:44	0
-155.2	23.48	10972.8	-0.015775463078171	-00:22:43	0
-144.47	33.54	10058.4	-0.0157291665673256	-00:22:39	1
-156.35	21.97	10820.4	-0.0157060185447335	-00:22:37	0
-155.17	23.72	11582.4	-0.0156597224995494	-00:22:33	0
-156.25	21.93	10058.4	-0.0155671294778585	-00:22:25	0
-156.15	21.4	9326.88	-0.0153124998323619	-00:22:03	0
-153.2	21.7	11582.4	-0.0152430552989244	-00:21:57	0
-125.97	35.78	11277.6	-0.0151041666977108	-00:21:45	0
-154.82	22.22	7315.2	-0.0150347221642733	-00:21:39	0
-154.73	21.73	11277.6	-0.0149652776308358	-00:21:33	0
-120.85	34.08	9448.8	-0.0148958330973983	-00:21:27	0
-132.1	30.15	10363.2	-0.0148958330973983	-00:21:27	0
-134.18	31.81	9448.8	-0.0147453700192273	-00:21:14	1
-140.7	30.4	10972.8	-0.0147106479853392	-00:21:11	1
-156.63	22.22	9784.08	-0.014664351940155	-00:21:07	1
-156.33	22.07	9387.84	-0.0146064814180136	-00:21:02	0
-153.17	21.7	11277.6	-0.0145833333954215	-00:21:00	0
-155.17	23.52	12192	-0.0144560183398426	-00:20:49	0
-156.3	21.98	9814.56	-0.0143402777612209	-00:20:39	0
-149.8	26.9	11582.4	-0.0142939817160368	-00:20:35	0
-152.28	24.43	11582.4	-0.0142708332277834	-00:20:33	0
-138.83	32.25	10972.8	-0.0142476852051914	-00:20:31	0
-120.86	34.21	9204.96	-0.0140046295709908	-00:20:10	0
-128.62	34.98	11582.4	-0.0138888885267079	-00:20:00	1
-122.04	32.9	10637.52	-0.0138657409697771	-00:19:58	0
-156.58	22.88	11277.6	-0.0138310184702277	-00:19:55	0
-123.85	33.98	11277.6	-0.0137847224250436	-00:19:51	0
-123.73	33.78	11277.6	-0.0135069442912936	-00:19:27	0
-156.05	20.73	9570.72	-0.0133217591792345	-00:19:11	0
-129.21	33.04	10668	-0.0132754631340504	-00:19:07	1
-156.4	22	8961.12	-0.0132638891227543	-00:19:06	0
-156.65	22.78	11277.6	-0.0131481480784714	-00:18:56	0
-154.87	22.18	10668	-0.0130787035450339	-00:18:50	0
-124.48	36.14	11277.6	-0.0129976850003004	-00:18:43	0
-152.32	24.4	11582.4	-0.0129513889551163	-00:18:39	0
-155	22.8	11277.6	-0.0128240738995373	-00:18:28	0
-120.59	33.52	10058.4	-0.0127893518656492	-00:18:25	0
-141.92	31.98	11582.4	-0.0127314813435078	-00:18:20	0
-129.98	44.1	11277.6	-0.0126851852983236	-00:18:16	0
-156.25	22.02	11155.68	-0.0125925927422941	-00:18:08	0
-139.43	28.7	10363.2	-0.0125000001862645	-00:18:00	0
-156.3	22	8412.48	-0.0124884257093072	-00:17:59	0
-156.42	22.42	7924.8	-0.0124884257093072	-00:17:59	0
-156.27	21.92	8869.68	-0.0123726851306856	-00:17:49	0
-125.86	35.64	10668	-0.0123148150742054	-00:17:44	0
-154.78	21.77	11277.6	-0.0122106485068798	-00:17:35	0
-154.97	22.8	11277.6	-0.0121875000186265	-00:17:33	0
-140.7	30.4	11277.6	-0.0119444448500872	-00:17:12	1
-148.83	28.52	11277.6	-0.0118634258396924	-00:17:05	1
-154.77	21.78	10668	-0.0118518518283963	-00:17:04	0
-155	22.78	10668	-0.0118518518283963	-00:17:04	0
-156.27	21.98	11460.48	-0.0117245372384787	-00:16:53	0
-140.7	30.4	10058.4	-0.011608796659857	-00:16:43	1
